QoS,station,code,latitude,longitude,revision,PM10,CO,Pb,C2H3NO5,CFCs,H2CO,O3,TEMP,NOx,SO2,NH3,CH4,PRES,PM2.5,PAHs
3.0,482.0,8.0,50.71229,4.52529,1578096000.0,0.8104960496769246,0.5431922012468264,0.10407122977356299,0.8298676713706248,1.2897289781465198,0.8407963323382928,0.001518581453730818,-1.7488043812409626,0.37787166111448617,0.1324354655279933,0.5422328133482501,-0.31696023885782,0.9821407552923341,0.22314031907337137,1.053023303535602
0.0,95.0,5.0,-27.50578,153.10236,1615161600.0,-0.2239995358997692,-0.11793610992401846,-0.5334575049474006,-0.34589231117542285,0.42843844969509826,0.0375922681832556,-1.748603243111944,0.0670556284344842,-0.9691533377649765,-0.9630160323026522,-0.40949016729082394,0.04259732757623359,-0.6063550180880624,-2.373497401091704,-0.10786784469089136
4.0,226.0,25.0,48.35149,8.96317,1387152000.0,0.64662553938071,0.5067709994406321,-0.5320025625077459,0.6249811069024162,-0.26289016185928304,0.3251666716419235,-0.995178775455953,1.4722366974855596,-0.13535756106098537,0.04053309240038152,-0.42571028545369993,-0.033792150156540496,-0.6501504770367766,-0.8450618181293656,-0.7016149720785476
1.0,42.0,36.0,48.77275,5.16108,1528070400.0,-1.47326418117424,-1.2420232237481614,-0.9564028759139812,-1.2712336530224948,1.728775263035651,1.2631017451425668,-0.42695197488105946,-3.281074490306487,-0.19881531664045535,-0.14153236595792978,-0.6990590720503416,-0.006309315006945853,0.691092073734517,-0.5195188033715695,0.3527423227943791
5.0,541.0,47.0,-1.26424,104.09701,1499385600.0,0.11070755017115505,0.9590241158643257,-1.6801464635810863,-0.08725437698179213,-0.07856210198030332,0.4137577369772481,-0.42484118079338595,0.4825219814301935,0.035379302290071045,1.467868709502614,-0.32028226191584386,0.10837779074210993,-0.8094027175385946,0.5000518630613036,-0.5011176159752518
3.0,39.0,97.0,9.89206,43.38531,1647648000.0,-0.1713832396877678,0.34943617897435497,0.04004161766714607,-0.45731300271654407,0.9237457054448976,0.8615906457444459,-2.284409485107948,0.040076033449011866,1.8038658631387752,-0.05007980866572599,-1.7742964685611724,-1.6530158626849263,1.4586948068083292,-0.2497279375710357,-0.08584201406543533
1.0,199.0,8.0,50.56149,4.69889,1351209600.0,1.1765472611265189,-1.3523106784533263,-0.7395808277713699,1.34400798993723,1.303695013961744,0.26706576300434204,0.020015124266010105,-0.9023438507974744,0.636876527776337,1.1745687930015942,0.49961589374873433,-1.305204807530493,0.09176368762764835,0.17572212484542749,1.8042244991336134
0.0,588.0,54.0,34.4833,136.84186,1573862400.0,1.9156727964462488,-0.4448820020112266,-0.8919125725175455,1.9365879352105935,1.1415196088726858,-1.390775137633537,0.8824938458746467,-0.8840236192548288,-1.1762281371225223,1.4979563909376932,-1.39291236362892,2.288267345301093,0.02521741300148519,0.5395377389324302,0.1231077281431707
0.0,581.0,101.0,15.46063,99.89166,1589587200.0,1.2873324225761469,0.5951600077541359,-0.6973559206412171,1.475541848767843,0.15273345594229903,-1.2263821224300187,0.1658818335423135,0.011100432678624568,-0.6118756849673417,0.6353995408664787,1.1825844156768952,-0.7739252499225392,0.5027007583670241,0.770135588716784,-0.7441197569216795
1.0,20.0,109.0,38.17492,-122.2608,1541030400.0,-1.0766231316907788,-0.2101819485597936,-0.22721357714552956,-1.0290426871624563,0.865079172233526,0.6854731689338625,-3.3987332939644728,0.24063609542308298,1.4229478767304797,0.7686949667590935,-3.4433658391670185,-3.1412559713337465,-0.26733344962969874,0.4326773615749064,2.0761210243113744
0.0,228.0,25.0,52.61131,13.31783,1581724800.0,1.6557415742968977,-0.6650891209011339,-0.4456557364855532,1.7904716255841282,-0.45924439370830455,-0.8085663643200949,-1.532187499169385,1.2099195161733123,1.0624327891679035,0.8857870266695624,0.05493764921034715,-1.9369670521381808,-0.5091191494405899,-0.5500850048034889,2.497473263577351
0.0,391.0,25.0,48.73218,11.18709,1447459200.0,0.46550149839071553,1.274131129307654,-0.3554023454820948,0.3360081887107351,1.923986565805981,0.05470244213229185,0.16854484026417074,-1.0923575984964633,1.0248139989086182,-0.8972229694436207,0.9176613080582625,-0.4330649284498666,1.1937553968735186,-0.6824074546924459,0.7358080511073815
1.0,258.0,50.0,22.88783,84.13864,1429747200.0,1.0944186802303737,0.06423948109730285,1.2247282967434845,1.28561486346727,-0.5442901236038952,1.2077514524894937,1.1645248368359895,0.5605863179555023,-0.3031998955100533,0.7407564054265202,1.809509822057521,-0.8288051792634822,-0.1312020771097846,-0.49921106428718265,1.1337618049150602
4.0,425.0,58.0,43.41949,77.0202,1622851200.0,0.5673112742920728,-1.4315745057466103,-0.28684192764818267,0.5431635346786993,1.0663789910285046,0.605663156330013,-0.039649644554515286,-0.2095227390723387,0.01809281261060376,-0.39123013414672064,-0.7002501940947895,0.8301851896991235,0.5243749531212247,0.2719642406050571,-1.1668340921371698
3.0,235.0,23.0,5.20856,-74.73584,1538092800.0,1.5857196222123324,0.5889075689069482,-0.07212416186542818,1.7348093632380552,-0.6716504659465736,-0.4574795821271946,1.6741087200068847,-0.869452276772873,0.66995685808477,-1.9141566142269104,1.6885752557751221,-0.04510995664493418,-0.045796780635509925,0.4311795926024693,-1.488299295105536
1.0,186.0,27.0,55.67938,12.53463,1410480000.0,0.415388929079538,-0.9661803334310525,0.3040323005617984,0.4195006142671516,0.7776549364144903,-0.6068597290429626,1.1809776768152165,0.3287985203630019,-1.4209721540721398,0.3781248748279248,-0.3706716645335103,0.9031050166549004,0.7454462813425726,-1.0015410223391414,-0.920754036700176
3.0,349.0,25.0,50.80904,8.77069,1559088000.0,-0.16194514005402885,-0.6614310962655772,0.04141964328333584,-0.5213796831834319,-0.2454912393493115,0.7322445682027898,-0.08245902586809221,0.7041276482592452,-0.7895009219771357,0.23386393845880413,0.10714392462392285,-0.2563642456338499,1.4793786490827485,0.028329943563398463,0.2647921041008325
1.0,337.0,50.0,25.92127,86.79271,1559779200.0,-1.0140679904648735,0.5743251717863999,0.6103045661407355,-1.3453362632557722,0.1315736900435503,-1.2722660499695522,-1.6734610379370582,0.6142603642428874,0.5221543456853536,1.5332119565262374,-1.031184516950901,-1.0163663834572505,-0.003521080244626752,-1.4289825317692353,0.5381774318280607
1.0,236.0,78.0,53.16167,6.76111,1474761600.0,0.8492436004230947,0.06357348204680709,-0.5576093875155177,0.8898717693150471,-1.144405779631471,-0.8409821083145973,0.8470954677637577,0.721449376657357,0.6615254080427428,1.2395821750792517,0.39552170733899267,0.7635987615257404,1.254415527032058,0.37932666342820115,-1.5054680393993958
0.0,95.0,5.0,-27.50578,153.10236,1615161600.0,-2.245033244441422,1.3210691519410729,1.250093845820807,-1.4263870755392603,0.8962203001150465,-1.3597190908708772,0.7660595539137532,-0.6344078381628796,1.9434184638941987,-0.7524822295167317,-0.05045195103575205,-0.9889407089464864,-0.5788101748064899,1.6507066005679365,0.7472644395199514
4.0,172.0,109.0,29.84576,-90.10674,1642464000.0,-0.9936895550569,0.42984313896624865,0.562477685309986,-0.9272223285327497,0.6416463760502682,1.690392454284258,-0.25608603196003477,0.14589335466993802,1.3316138915862203,0.15245726815738292,-0.3193161905802546,-0.22021014157370347,0.8536255217633342,1.2540990501514255,0.84314965903566
5.0,603.0,90.0,55.62047,37.49338,1592265600.0,0.7413488173703682,-0.13975503404099288,1.3047711818446117,0.7988968066396408,-0.5341292053311433,0.32826540758360867,0.06770152370391866,-0.06855970797046336,0.9822129881699516,-0.27839633081144927,1.3539193626603196,-0.31044392603116905,-0.9284108448009459,-1.6678390294630627,1.050277993869917
0.0,361.0,29.0,34.15429,3.50309,1527120000.0,-0.25815797708594873,-1.0640324924321922,1.0439235632519852,-0.7262016100985216,-0.33401249030987445,0.9386562866679513,1.7064673481968935,-0.7998261922726131,-0.5109907629931778,2.02939880661124,2.0011652013383965,0.6022685744911834,0.014132033656370448,-1.6310558316818649,-0.2564735686710784
1.0,600.0,11.0,-21.44345,-65.71875,1452556800.0,-2.4884905774382617,0.9077322486918464,-0.12137117015257966,-1.3045506921003427,-1.0624280846085212,-1.0654234745170332,0.5637639386359261,0.9418824526192807,-1.5664146672971138,0.9549687021553358,-0.3958389206339464,-0.5870614055224996,-0.6583242385939572,1.0730949249460426,0.9083507635956751
1.0,404.0,109.0,41.24255,-82.61573,1638576000.0,-0.833083397555431,-0.6116103911747901,-1.4564213329451539,-0.9064295803018261,-0.24060632439174975,2.216766220833849,-2.714020592771286,0.3913560430234501,0.19966146704435983,-1.227447768077923,-1.8914216399180095,-1.2155597776529792,-0.7772340707129406,0.6635094992432183,0.7189243966634201
4.0,149.0,50.0,12.1277,78.15794,1661385600.0,-1.4448231112907015,-1.5231145841945473,0.8183022305049392,-1.2042977831166206,-0.1396727324539256,1.3471305657476274,-0.2583206868254694,-1.5892699920540792,-1.085247143307774,-1.4746465594033349,-0.06953185991363985,-1.180931862649601,1.6210325896811693,0.22521544033127355,0.6954519990218142
3.0,38.0,25.0,53.94313,10.30215,1606953600.0,-1.6585843416790331,1.104271550578329,0.5384925908011727,-1.2553105299491463,-1.4733397846086416,0.03784594303994276,-0.7701082596673577,0.09043440897388706,-0.6100401300538856,0.7018523336174428,-1.9457411963781868,-0.4100177588735011,1.1720578425676007,-0.954306911448591,-0.09672822277820876
3.0,331.0,78.0,52.26083,7.00417,1566086400.0,-0.14424157237301122,0.7994527314225044,-1.1646175266854342,-0.3733598023328886,-0.7576374315540279,0.7781854750178252,0.5985017259320903,-1.0835661685054618,0.26952349388780944,-0.8307701766926564,-1.3517171058243898,1.015682894831119,-0.8754082532348813,0.15468641983588885,-1.9606456614116095
4.0,43.0,50.0,22.10194,85.37752,1647475200.0,0.3926905846951053,-0.10726024454742096,-1.0891653614690273,0.237521075401353,-0.7424776333725386,1.6851675327745252,0.2853971623500058,-0.659759612891682,-1.4573806883445313,-0.4714173037388131,0.38992837386759777,1.090351837335102,-0.05574332401368519,0.5367764888715127,-1.3583352796436825
4.0,504.0,33.0,37.35813,-6.03731,1657238400.0,-0.9637272333855192,-0.4217111992245899,0.716764736673728,-0.9201920351982009,-1.1922563010737668,0.9900757898494067,-0.9228389203779056,-0.6491732784504862,-1.9999485327356215,1.4825526975518264,-0.6370603462805655,-0.6136125222591606,1.046226413376606,-0.7593877594210672,0.20399405388924283
1.0,515.0,54.0,35.06667,135.21667,1571443200.0,0.6784957643360092,-3.1644742142825364,0.25576658901190974,0.7669835646273054,0.7993197556220438,0.038123034037246845,-1.6834060262181023,1.9951081717927515,0.45208052404419663,1.1777374956643574,-1.4979506652075327,-2.2327504938293012,-0.3878069840176659,-0.24263236165691895,-1.0528403877112706
3.0,7.0,61.0,30.75545,20.22625,1619049600.0,0.9162484031284397,-0.7971557385859308,-0.9673955044633383,1.0318993308554583,0.014527585728082602,0.6594258346492357,0.8602711579980628,-0.01952599994394811,-1.7889202304875567,-0.6791422565302967,-1.040065786388307,1.2305783165135227,1.5593904332196984,-0.2857831694270816,-0.9499282313397421
3.0,185.0,5.0,-38.16604,145.13643,1645920000.0,-1.1999332661936433,-0.37537953393565104,0.639494095820446,-1.1553322699177149,0.14312842426592556,1.1130089670140135,-0.9995035809461009,-0.3468549406035592,-0.5553365594462815,-0.6895879798192189,-1.2218299125627516,-0.9016049688777156,-1.4314240986503408,0.0010270376580197701,-0.209561505926189
5.0,244.0,65.0,-21.15,46.58333,1416355200.0,-0.997302528053026,-0.026823463702518483,-0.7608487342849232,-0.9803110507723993,0.2150394885656565,-0.04181186464989437,-0.941185798083724,1.0310683933075544,0.3233294579718005,-1.491429688017786,-1.3197928394165088,-0.5414757960553587,-1.051191424024457,0.7228931104018069,0.6145023199757652
2.0,387.0,31.0,59.37722,28.19028,1568246400.0,-1.0547361215931952,0.1783340647030603,-1.2735576575371041,-1.5999590592285142,-0.1198231535478225,-1.0953321303894465,-1.3638452195952369,-0.48839426209747006,0.5024776004317699,-0.3245874191541397,-1.657110917745861,-1.668557840382877,1.5238628678831128,1.8241549415157172,2.1217934741533737
4.0,492.0,50.0,25.87498,86.59611,1656288000.0,0.7582283736663029,-0.5460045145588283,1.5291909928440524,0.8101893394715389,0.24764002373560598,-0.5004240034812405,-2.4782154762434216,-0.7516148986597317,0.5598336487439831,0.8285304687758314,-2.599798935780504,-2.0024788603015544,0.736152648999055,-0.6274083739336169,-0.519600941243642
1.0,20.0,109.0,38.17492,-122.2608,1541030400.0,-0.8939081148726657,0.250132738460194,-1.0898001276753095,-1.1401939567797994,1.3757085647283582,-0.32858621663747295,1.1905510827629782,-2.070676572250987,-0.021764951224435634,1.1572558812921074,1.516433419664813,1.4781296111596607,0.43847193629746223,-1.5668693189021636,-1.0509345092702855
0.0,362.0,84.0,32.57756,71.52847,1570665600.0,0.5363221076638984,-0.253292961723949,-0.3718285403711985,0.5128368788984565,-0.7427604960211386,0.4343569158782569,-0.0795018497990532,-1.6873734262566122,-0.04267212339802803,-0.18522447743724124,0.3061326635885901,-0.2900490100965287,1.6841838656967134,0.6896577005776684,0.4732508582346149
3.0,364.0,30.0,-2.13404,-79.59415,1397606400.0,-0.3087801657460532,1.0591525999783529,0.44131992428892647,0.860572083366059,0.3943112761144441,0.3681743165756361,0.8310709796409539,-1.2105531570963208,0.6030801293423252,0.5671674765887887,-0.9634607207094231,1.5676260233762163,-1.7397958537101228,0.44698565734511825,-0.2758649579058098
3.0,587.0,50.0,9.82564,78.25795,1499904000.0,-0.6689593452945767,0.7442940936434176,0.6902041430549858,-0.7164403607905101,0.8027616611258774,-0.46631058929198643,-1.382486266648237,-0.5619373203560969,-0.24509752267258939,-1.2207705018989752,-0.9837482187567972,-1.2023671022109526,1.4463170197899278,0.24552317941566043,0.6776919572614991
1.0,506.0,84.0,31.71667,73.38333,1405468800.0,0.13544690737094348,1.401317067383597,-1.2686576510569751,0.005981094309564883,1.4621948444024717,0.7319745020476709,-0.8222897731648353,1.1514470519689082,0.36744328869408444,2.0474314236573807,-0.0004193361272522526,1.9206558448558537,-0.5192629769535755,-0.011972592931803964,0.0447872110461804
4.0,632.0,109.0,39.96097,-75.60804,1502323200.0,1.0674544922908655,-0.0798250597807467,-0.3400139609542321,1.2572852982228924,0.3803083451711427,0.7727802492253397,1.4954653524156298,0.1317562309903149,0.5532478390819692,-0.5160490305187548,-1.1289882615959534,1.4819365097057569,-0.14758845571611443,0.068937054307747,-0.6192926381996552
2.0,623.0,33.0,42.64685,-5.55835,1390608000.0,0.32309331540131225,1.09476863875335,0.1853512612563232,0.25124514360268946,-1.6132420108227223,0.08696207852267904,1.5088732816082358,-0.6281536867034794,2.1345481406244176,-0.7146177320828188,1.5700942911234517,0.24505459424917062,-0.8784993463904719,-0.6204968813568952,0.38540094893269894
1.0,597.0,43.0,22.37066,114.10479,1410566400.0,1.178233315191378,0.03920984513988036,0.24117425312437488,1.3790127099785743,0.3327890599898159,1.6535198381922689,0.3568854745809479,0.21155544171664759,0.23336709627935526,-0.4390705472192407,1.2311185222068954,-0.967922742048596,-0.49215548923932234,-0.1971888795937523,1.1097139481319938
1.0,97.0,109.0,32.42067,-104.22884,1653264000.0,-1.545637734980845,-0.46841065503395085,-0.3856930002135195,-1.1954203807109702,-1.345116096268932,-0.535013545863046,0.251856695905529,-1.2134616226686257,1.1051649109718156,1.811767909533324,-0.26642927399842325,0.15931935206764716,-1.0666364820813474,2.855707759728088,1.4126958258319708
4.0,335.0,37.0,50.75767,-1.5443,1449100800.0,-1.1193829840273848,1.7004202230463654,1.823530625325808,-1.2069975689243366,-0.6242771214940894,-0.12427414544765947,-0.8376485096071747,-0.6935746522493543,-0.15958285173197742,-0.106986509798584,-0.02867143365155829,0.5838171202767719,0.5961001097481332,-0.6925320382491452,0.8249091880838494
1.0,84.0,25.0,51.08468,7.11393,1537315200.0,0.6883712238587543,0.22100770535644237,1.2781069529268845,0.7182405345778826,1.8062837282107205,0.9256860863800475,-3.0491104444059123,-0.6931584425217732,0.366293545506534,0.5086014548186488,-0.18718946831338676,-0.9896209205485669,-1.2364007521390776,-2.4683588918208748,0.5725518765074343
3.0,100.0,17.0,4.94273,15.87735,1492905600.0,0.9826700593151124,-1.379517236680279,-0.554384548485387,1.174368824247511,0.7276071051222,0.08567653240279126,0.05846873489499876,-0.2825365306341134,-3.2483477541497896,1.3484376072480242,-0.25239379442398174,-1.1885913882528574,0.3369719086893006,2.122763217042922,1.3677361006147164
3.0,539.0,103.0,36.08497,9.37082,1583020800.0,-0.2228839512553514,-0.9057831658070251,-1.2157712625437531,-0.47607555925718903,0.5094109574508496,0.6555036310958436,-0.6592373809742214,0.5201099219482239,0.43500986334905845,-0.1292773834199216,0.6189586379440825,1.0772449028513205,-1.6152267654426808,-1.489955953568959,-0.31477444297522805
1.0,461.0,50.0,11.93381,79.82979,1549065600.0,-0.5031175462232826,0.8045520972867444,-0.8370425396096906,-0.6926126842843966,1.0585260679899808,-1.419047785814824,-0.418524281127585,-0.5102462732996396,-0.2999221188788828,0.8160655721812985,-0.0862953932027852,0.6349816080937479,1.5062608674566698,0.23864515653664697,-0.6304797750873213
2.0,503.0,109.0,26.18924,-98.15529,1659657600.0,0.6540479803955574,-0.6997409520955644,0.9579953266795993,0.6457285538842358,-1.339110389309527,0.8631876265345434,0.9276256167712379,0.27963574730077023,-1.254108109879144,-2.937167770741938,0.40917844303754947,1.0307218589073635,0.8869101075695845,-0.46706341963855613,-0.16018711158884688
4.0,143.0,109.0,38.54491,-121.74052,1561593600.0,1.6168355598228268,-0.534394262454671,0.06207707311380642,1.755011429818363,-0.33854731149655987,0.5985516744245492,1.3839132394448082,-0.18201988041493133,-1.0428780982999297,-0.5336618194518472,1.917358512976029,-1.193164239359279,1.3992861472868898,0.17185637476014162,1.612702193860442
2.0,387.0,31.0,59.37722,28.19028,1568246400.0,0.5768064208678559,0.9504854116199151,-0.9091872814170877,0.5558757171007126,-0.06102707744230968,0.9816467597652113,1.24966879981506,-0.7738851205977881,0.6797498461120532,-0.1488393743064492,-0.1821560170933,1.387072713503039,1.437047903411581,0.34792371955358137,-0.0002886618876983768
0.0,129.0,109.0,42.24113,-88.3162,1642032000.0,-0.3090184951928153,0.12574002028259837,-1.5812540988263102,-0.7145463062845372,-2.7543148546254588,-0.6130603230784151,-1.4959582216743508,1.2227389758836458,0.7931205756843395,-0.956648639254764,-0.32212109087847124,-0.08931227865238273,0.19369251334359489,-1.8409108363116267,-0.11294666757240832
5.0,603.0,90.0,55.62047,37.49338,1592265600.0,0.39561265583758576,-1.6148733488978715,-1.8862527837388157,0.35195059762882114,1.342762035246209,1.4415405420263416,-0.737429657801467,0.8524703979924652,0.28906912807614576,-0.7812304593530394,-0.34330879176128115,-0.3956189939521562,-1.1870464137294852,-0.6258352981413365,-0.1759198477498869
4.0,123.0,36.0,43.61058,1.33467,1503100800.0,-0.5838960161577179,-0.8512507659410908,-1.5709601988943274,-0.7219973816129792,1.0752125045821748,0.7271109696414644,-1.1383669954131788,0.36552802831789605,0.28926075194073725,0.03325607177422329,-1.1914974682419213,-0.5159421386898766,1.074837238577685,-0.1256557681671241,-0.8618354677212472
0.0,293.0,54.0,35.0,136.51667,1484524800.0,0.32753029978251924,0.4261155323403434,0.7699061651805461,0.18908590580507484,2.1858714644724,0.4647518469374896,-0.28560102312728575,-0.18915947804959465,-0.2084267662697042,-1.2318759550798302,0.8494654542323486,0.5218664199125245,-0.2923658690467672,0.07092850132137764,-1.0614828337165134
4.0,305.0,83.0,16.455,120.5875,1534204800.0,-0.8507489339417518,0.3850124566120089,1.2680794280993242,-1.0490710254098041,0.49488575547230673,-0.4447872533746156,-0.3189918244653012,-0.23154983850125507,0.05997775522368982,-1.0400644869543418,0.24861299582927335,0.2964477246214676,-0.9562447914453693,0.5179163142129998,0.37101974983784264
1.0,62.0,52.0,41.24264,16.50104,1645488000.0,-1.1023639796508968,0.07174439577079553,1.7909332755411964,-1.1926763974481667,0.020444744380100178,-0.14830769163920102,-0.9391678995793709,-2.0502122603088058,-0.08759279144490602,-0.2361136422830832,-0.1386169384916301,0.1427084704235707,-0.6894555825537007,-0.9329114071886906,0.6415066640911075
0.0,270.0,50.0,9.57046,76.32756,1597017600.0,-1.1067058857953638,2.3798684782479995,-1.5275791104598746,-1.2977472855749586,-0.763090531483994,0.8912815315091188,-0.023145195917888637,-0.9213174115519244,0.15529549965814116,-1.7426468341395103,0.3292470181008983,0.3315557889910201,-1.642042605684491,1.138017771075321,0.7619993612063486
4.0,43.0,50.0,22.10194,85.37752,1647475200.0,0.3227954035928598,0.24923811286997669,-0.6372207287544663,0.25947452824858774,-1.2149517241923065,-0.14942464154664475,0.7508711260408353,0.1714392272043913,0.9719762396141414,-0.7483039402011629,0.88723555002888,-0.44557167622593014,-0.009604046281675917,-0.17883911782528775,0.5397665437691599
0.0,237.0,8.0,51.03427,5.37429,1568592000.0,0.40794747241734214,-1.0566468611707283,-0.6846533096586089,0.3373664001761451,0.4364553510806363,-0.1348793155332197,-0.0746041882117613,0.519458593744725,-0.5018936721583582,0.25856382577643894,-0.546699742152894,1.7122824520639828,1.2601129448244113,-0.2130451488829615,0.08133678569144291
4.0,27.0,52.0,41.72063,12.6723,1571011200.0,-0.493292795093467,-0.24932678827398413,-0.018579527273497314,-0.8958078071712717,0.887382687102701,-0.7023749471588128,-1.127905920558131,0.2428712217005266,-0.7361084620219996,-1.7769028089827044,-2.5050086750174887,-0.06305268117375629,1.3134710178854379,0.7395359175871578,0.7062695749929457
3.0,502.0,83.0,12.35275,121.06761,1620432000.0,-1.459319373119017,-0.8010821508985524,-0.11151124303509609,-1.1340438087079843,1.1219266560796601,0.5790304185299545,0.5236227249099463,0.5280149052598095,0.23617085598232568,-0.14927919423440317,0.5287462379417578,-0.5773955414963012,-0.5960250080094036,1.6311686645308348,0.8954794848169446
3.0,324.0,90.0,55.85,37.56667,1600560000.0,-0.09354585654316142,-2.3510905679409837,-1.63484731246464,-0.1491033620564349,-0.23486544246277277,-0.8051210694972745,-1.3864601332680626,-0.5145914628354219,-1.6597556602863055,0.856928841851265,-0.3826871767699015,-1.10360495044001,-0.5181555954325135,-0.755019963870161,-0.4795669350996258
1.0,20.0,109.0,38.17492,-122.2608,1541030400.0,1.5902390077320478,-0.33016118049231663,-0.4420965116860413,1.7409790658634392,1.0429284476219636,-1.3964543322712446,-1.6374485168031057,-0.19274928694998297,0.3250843291527965,-0.542478209825847,0.13910112528188096,-1.0148973550393128,1.6830804159813868,-1.5981383839859524,-1.4390051482814985
1.0,246.0,109.0,46.09273,-88.64235,1566864000.0,-1.096323342343339,-0.5023269051875362,1.3183328322977117,-1.1020617968613131,-0.40138873342292003,-1.412453800617002,-0.16038809854259595,-0.5452499115908853,-0.19185634471581467,-0.17270960130544177,0.5737234454634522,0.26172263653207767,-0.6052302903652312,0.5061684503174584,0.5902116088761187
0.0,270.0,50.0,9.57046,76.32756,1597017600.0,0.9523654559914672,1.4776286302291626,1.330207980189987,1.0426522977482944,-2.3744090003705716,-1.3569801829566777,0.7265479658080584,-0.9190492686374369,0.9382504394460327,-0.4010561111735253,1.1945779717465679,-1.36033624368229,-0.3020073505564657,-0.06387070619797841,1.3741136661457685
3.0,23.0,93.0,11.8659,34.3869,1559865600.0,-0.14824753541433008,-0.23877020630941553,0.6770262670684396,-0.5980214843821041,1.0178684567394753,0.045894070570097256,-1.2359280013627696,1.1783185925058737,0.9672259848655835,2.0809876849788282,-1.6314661150193102,-0.049785696901250016,-0.8593021892491729,-0.9182265773192635,-0.9109395546453528
